specific_dialogue_content,interaction_strategy,call_type,is_fraud,fraud_type
"音频内容：

left: 欢迎使用我们的外卖服务，请问有什么可以帮助您的？
right: 你好，我想订一份晚餐，有什么推荐的吗？
left: 我们这周的推荐是香辣蟹和蒜蓉、西兰花，搭配一份米饭，味道非常不错。
left: 然后不知道您是否感兴趣。
right: 好的，那就来一份沙辣馅和蒜蓉西辣花了，再加一份米饭，谢谢。
left: 好的，您的订单已记录香辣蟹和蒜蓉西兰花，加上一份米饭。
left: 那请问这个需要什么饮料吗？
right: 来一杯冰红茶吧。
left: 好的，一杯冰红茶也已加入您的订单。请问还有其他需要添加的吗？
right: 暂时没有了，谢好的，谢谢你的帮助。
right: 以前の安排好。
left: 非常感谢您的订餐。
left: 您的盘点预计将在30分钟内送达。
left: 如果需要任何帮助，请随时联系我们，再见。



**",Factual Authenticity / Truthfulness,外卖服务,False,
"音频内容：

left: 喂，你好，你们那里还招保洁员吗？
right: 你好，我们这里确实有保洁员的岗位，你可以来试试。
left: 那这个职位的工作时间是怎么样的呢？
right: 工作时间是早上8点到下午5点，中间有一个小时的午休时间。
left: 工资待遇怎么样呢？
right: 工资是每月3500左右，表现好的话，还有奖金。
left: 那我需要提供什么什么证明材料吗？
right: 需要提供身份证和健康证明。我们这里对健康状况有要求。
left: 好的，那我什么时候可以去面试呢？
right: 你可以明天上午9点来我们这里面试，然后地址是幸福路100号。



**",Factual Authenticity / Truthfulness,咨询客服,False,
"音频内容：

left: こに。
right: 你好，你知道我有什么事吗？
left: 我想问问你，你上次说的那个手机壳，就是你买到了吗？
right: 买到了，然后挺好看的，然后质量也还不错。
left: 那太好了，能不能给我推荐一下你买的地方，我也想买一个。
right: 当然可以，我是在一家叫做小乔数码的店里买的，他们的服务态度也很好。
left: 好的，谢谢你的推荐。我待会儿就去那边看看。
right: 不客气，买到了记得告诉我一声，看看你喜不喜欢。
left: 一定会的，再次感谢。如果那边还有其他好东西，我也打算就是多看看。
right: 嗯，那边的东西确实挺多的，就挑挑看吧，找到合适的。



**",Factual Authenticity / Truthfulness,日常购物,False,
"音频内容：

left: 喂，你好。
left: 你好，我是小张，来自华夏银行的信贷部。最近我们有一个特别好的贷款产品，额度高达30万，利息也很低。你最近有没有什么资金需求呢？
right: 哦，我看看吧，有什么特别的吗？
left: 当然了，我们这个产品是专门为优质客户设计的，就是审批快。
left: 放宽也快，只需要提供一些基本资料。你有兴趣的话，可以先扫一扫我发给你的二维码里面详细介绍了我们的产品。
right: 好的，我扫一下看。
left: 太好了，就是你扫完之后可以直接在页面上提交你的信息。如果有任何问题，随时可以联系我。
right: 嗯，我看到这个页面了，那这个贷款需要提供什么资料呢？
left: 其实很简单，你只需要提供身份证明、工作证明和银行流水。我们审核通过后，最快当天就能放款。
right: 那我就试试看吧。



**",Relevance,咨询客服,True,银行诈骗
"音频内容：

left: 喂，你好，我是某某银行的客服经理小王。我们这边有一个特别优惠的贷款项目，不知道你最近有没有资金周转的需求。
right: 贷款我觉得现在还好，不过如果有什么优惠条件的话，可以告诉我一下。
left: 好的，这次的贷款项目呢，我们提供低至3米的年利率，而且呢无需任何抵押，审批流程呢也特别快，最快当天就能到账。
right: 听起来不错，那我需要准备什么资料呢？
left: 你只需要提供身份证、正反面照片以及一张银行卡的照片，我们这边会帮你在系统中提交申请。
left: 你可以先加我的微信，加了微信后，我会发你一个链接，点击链接后按照提示上传资料就可以了。
right: 微信可以加的，你先发个微信二维码就给我吧。
left: 好的，稍等一下，我这这就发给你。
right: 收到了，我这就加你。



**",Relevance,咨询客服,True,银行诈骗
"音频内容：

left: 你好，我是小王。最近看中了一款手机，想了解一下详细信息。
right: 你好，小王先生，我是客服专员小李。这款手机是我们最新款，然后性能非常棒。你想了解哪方面的信息呢？
left: 我想知道这款手机的续航能力和摄像头像素。
right: 这款手机配备了一块大容量电池，正常使用下可以续航一整天。摄像头方面，前置摄像头是1600万像素，后置摄像头是4800万像素，拍照效果非常清晰。
left: 那如果我购买的话，有什么售后服务吗？
right: 提供全国联保服务一年内非人为损坏，可免费维修，还有7天无理由退换货服务，您可以放心购买。
left: 好的不错，我打算明天去你们的实体店看看。
right: 非常好，我们的实体店就在市中心的购物广场，您可以通过导航直接搜索我们的店铺名称，希望您呢能满意。
left: 谢谢你的详细介绍，明天见。
right: 不客气，明天见，祝您购不愉快。



**",Clarity,咨询客服,False,
"音频内容：

left: 您好，我是银行客服中心的小王。我们监测到您的账户有异常交易，只要您配合我们进行核实。
left: 为了您的资金安全，请问您现在方掉。
right: 哦，那就这样吧，我现在挺方便的。然后我最近确实用银行卡比较多，就是说有异常。
right: 是出了什么问题？
left: 谢谢您的配合。我们发现有一笔可疑的转账记录，金额为1200元。这个时间是在昨天下午3点左右。为了确保，这不是诈骗行为，我们需要您提供一些基本信息进行这个身份验证。
right: 1200块真的，然后我昨天确实用过卡，但具体时间记不太清了。然后你需要我提供什么信息呢？嗯，我会觉得配合的。
left: 非常感谢您的配服，请您提供一下开护士使用的身份证号码后6位以及手机号码。我们需要确认这是您本人操作的。另外，请问您的银行卡背面的后三位安全码能否也告诉我，这样我们可以更快地处理这个问题。
right: 好的，身份证号码后6位是678901，这个手机号码是这个啊，你们已经知道，然后银行卡背面的后三位安全码是789，那这样可以了吗？
left: 非常抱歉，刚才接到上级同志需要立即处理另一件紧急处。您提供的信息，我们已记录后续会有专员联系您跟进，嗯，感谢您的理解，祝您生活愉快。
right: 好的，那我等着联系我吧，谢谢您的帮助，希望一切顺利。



**",Relevance,咨询客服,True,银行诈骗
"音频内容：

left: 喂，你好。
right: 你好，有什么事吗？
left: 我是神州租车的，你看你预定了明天上午10点的豪华8座车型，然后确认一下这个还需要这辆车吗？
right: 需要我确定预顶。
left: 好的，为了确保您的订单，需要您做一下担保。
left: 是的，就是担保。
right: 我看到只有支付1万块钱押金的那个选项，其实没有别的选择。
left: 如果您芝麻信用分达到700的话，就可以直接用芝麻信用进行担保。
right: 我是700多分，但是没有看到那个那个选项。
left: 您试试在支付宝的小程序里搜索我们的服务，应该会有芝麻信用担保的选项。
right: 好的，我试试谢。
left: 不客气，如果还有问题，那随时联系我。
right: 好的，谢谢，再见。



**",Relevance,预约服务,False,
"音频内容：

left: 感谢您联系我们，我是客服小张，很高兴为您服务。您需要预约哪项服务呢？
right: 你好，小张，我是李明，想预约一下维修服务。
right: 我家里的热水器呢好像出了点问题。
left: 你好，李明先生很抱歉，听到您家的热水器出现问题。
left: 请问您方便提供一下联系方式和具体地址吗？
left: 这样我们可以为您安排维修师傅上门服务。
right: 好的，我的电话是13812345678，然后地址是上海市浦东新区陆家嘴环路1000号，麻烦你尽快帮我安排一下。
left: 好的，那李明先生，您的电话和地址我已经记录好了。
left: 我们会在明天上午9点到11点之间安排维修师傅上门服务，这个时间段方便吗？如果需要调整的话，请随时告诉我。
right: 就这个如果有变动，我就会提前联系你们。
left: 好的，我们会确保按时上门服务。
left: 如果你有任何问题或需要调整时间，也请随时联系我们。您的预约编号是123456，我们会通过短信发送确认信息，还有什么其他需要帮助的吗？
left: 如果没有的话，我祝您一天愉快。



**",Relevance,预约服务,False,
"音频内容：

left: 你好，我是来自华南银行的张经理。请问你是张先生吗？
right: 是的。
left: 太好了，张先生，我们银行最近为我们的优质客户推出了一款高收益的投资理财产品，年化收益率高达12%。你有兴趣了解一下吗？
right: 这么高的收益听起来不错，但我对这些不太了解。
left: 先生，您放心，我们的产品非常安全，而且有专用的团队管理。
left: 为了方便您了解详细信息，您可以点击这个链接，下载我们的官方APP，然后里面就有详细的介绍。
right: 好的，我试试看。
left: 非常感谢您的配合。赵先生下载后，您可以直接在AP上联系我们的客服专员，他们会为您详细介绍并指导您操作。
right: 行，我马上就去下载。
left: 好的，张先生，如果您有任何疑问，可以随时拨打我们的客服热线，我们会及时为您解答。然后祝您生活愉快，再见。
right: 诶，再见。



**",Clarity,咨询客服,True,投资诈骗
"音频内容：

left: 喂，你好。
right: 你好，有什么可以帮你的吗？
left: 我想了解一下你们的家政服务，特别是清洁服务。
right: 当然可以，我们的清洁服务包括日常打扫、深度清洁和搬家前后的清洁。比如说你具体需要哪一种？
left: 主要是日常打扫大概多久可以来一次？
right: 我们通常提供每周一次的服务，也可以根据你的需求调整，为每周两次或每月一次。
left: 那价格是怎么计算的？
right: 价格根据打扫的面积和频率来计算。
right: 比如1个100平方米的公寓，每周打扫一次，价格是400元。
left: 听起来不错，那我需要预约一下。
right: 好的，我可以帮你预约，请提供一下你的联系信息和地址。



**",Clarity,预约服务,False,
"音频内容：

left: 喂，你好，我是建设银行的客户经理张华。我们银行有一个特别优惠的贷款活动，利率极低，审批速度快，不知道你是否有资金需求。
right: 哦，我没有需要，谢谢。
left: 好的，我理解。
left: 不过呢这个机会真的很难得。如果你改变主意了，可以加我的微信，随时联系我。
right: 好的，你说说看吧，那就那怎么加你微信。
left: 太好了，你打开微信，然后加这个号码，15326841353。然后加了之后告诉我一声，我们可以详细聊聊。
right: 好的，我试试看。
left: 太好了，你加了我之后，我发给你一个链接，然后你点击链接，填个简单的申请表，我们就能快速帮你审批了。
right: 就我加你。
left: 好的，等一下。如果你有任何疑问，随时联系我。祝你再。



**",Relevance,,,
"音频内容：

left: 你好，我是来自国家邮政服务的客服专员。这里有关于您的一份重要通知，我们发现您最近有一个包裹可能涉及违禁品，需要您配合我们进行调查。您现在方便接听电话吗？
right: 您好，我最近没寄过什么包裹，也不会收到什么违禁品。你们是不是搞错了这种我是一个农民，平时就种种地哪会有这种事。那你们能不能具体说说哎，这个包裹是怎么回事？
left: 感谢您的理解，这确实是有点突然。
left: 我们是在例行检查中发现的。
left: 这个包裹是从国外寄来的，里面有一些物品可能违反了我国的进出口规定。
left: 那为了您的权益，我们需要您提供一些基本信息来确认身份，这样我们才能进一步处理。
left: 您只需要提供身份证号和手机号码，这不会对您造成任何影响。你那个。
right: 你们说的这些我都不清楚，然后我也没收到过什么。
right: 国外的包裹，你们能不能先告诉我这个包裹具体是什么，怎么就违反了这个规定。我担心这可能是误会或者有什么别的问题，你们是不是真的就是国家邮政服务的那我怎么确认你们的身份？
left: 我完全理解您的担忧。
left: 为了验证我的身份，您可以查看我们发送给您的短信，里面有一个验证码，然后您可以告诉我验证码，这样我们就能够确认彼此的身份了。基于包裹的这个问题，我们确实是在海关检查中发现了一些疑似违禁品，具体是什么？我们还需要进一步调查。但为了您的权益，我们希望你能配合我们完成这一步骤。您看真的。



**",Relevance,咨询客服,True,客服诈骗
"音频内容：

left: 您好，我是来自汇金理财的李经理。您最近有考虑过投资理财吗？
right: 投资理财不太了解，也不太感兴趣。
left: 哎，现在投资理财特别好，收益高，风险低。您要不要了解一下我们公司现在有一个特别好的项目，很多客户都已经就是加入进来了。
right: 那听起来不错，具体是什么样的项目？
left: 哦，这是一个线上投资平台，操作简单说于稳定。就是要下载我们的APP，然后注册一个账号，然后就可以开始投资了。
right: 下载APP这样听起来挺方便的。
left: 而且现在注册还有新人礼包，只要您投资1000元，就有机会获得额外的500元奖励。
right: 那挺有吸引力的那我怎么下载你们的AT呢？
left: 您只要点击这个链接就可以直接下载。
left: 这个链接我等下发你手机上，你方便告诉我你的手机号。
right: 好的，我的手机号是138000000。
left: 好的，稍等，我给您发链接收到后记得尽快下载，别错过了这个好机会。
right: 好的，谢。



**",Clarity,咨询客服,True,投资诈骗
"音频内容：

left: 最近天气怎么样，然后就适合出去玩吗？
right: 就是天气还不错，就是有点风，就是适合短途旅行。
left: 那我打算周末去爬山，有什么什么推荐的路线吗？
right: 你可以试试青0山的路线，风景不错，难度适中。
left: 觉得听起来不错，那边的交通方便吗？
right: 可以坐公交车，直达也可以打车，打车的话大约就30分钟左右。
left: 好的，那我周六早上9点出发，应该不会太早吧。
right: 9点出发正好呢可以避开早上的高峰，又不会太晚。
left: 谢谢你，那我周六见啦。
right: 好，祝你周末玩的开心。



**",Factual Authenticity / Truthfulness,交通咨询,False,
"音频内容：

left: 喂，你好，能听到吗？
right: 能听到哦。
left: 诶，你是李明吗？
right: 是的，你是哪位？
left: 哦，我是天光书店的小王，之前你在我们店里留了个信息，说想买什么时间简史，就是这本书。
right: 被我想起来了，这本书里面还有库存吗？
left: 有的我们还有500，那你现在方便过来取吗？
right: 我下午有空，大概4点左右能到。
left: 好的，那到时候你直接来我们书店，我会帮你准备好这个书的。
right: 好的，谢谢，到时候见。
left: 不客气，到时候见。



**",Factual Authenticity / Truthfulness,日常购物,False,
"音频内容：

left: 喂，你好，我是小李。你最近是不是在淘宝上购买了一件衣服？
right: 是的，有什么问题吗？
left: 哦，那太好了，我是淘宝客服专员，我们发现你的那件衣服在运输过程中丢失了，不够不要紧哦哦，我们这边可以为你办理退款。
right: 真的吗？那太感谢。
left: 不用谢，就为了快速办理退款，你能不能先下载我们专门的退款APP，这样可以更快处理。
right: 好的APP叫什么名字？
left: 你搜索一下极速退款助手，下载安装后，输入你的订单号和银行卡信息，我们就能立刻处理。
right: 行，我这就去下载。
left: 太好了，下载完之后记得尽快操作。就是如果有任何问题，就是随时联系我。
right: 好的，谢谢你。



**",Clarity,咨询客服,True,客服诈骗
"音频内容：

left: 喂，你好，我是小李。这边是XX投资公司的，最近有没有考虑过投资理财？这个我们这里有专业的理财顾问，可以帮你打理资金，获得稳定的收益。
right: 投资理财，我最近手头有点紧有点不太方便。
left: 没事，可以先从小额开始。我们公司有专门的一风险产品，非常适合新手。而且现在加入还有新人优惠，你加我微信，我就发你详细的资料。
right: 微信加你微信有什么好处？
left: 加微信方便我们一对一沟通，我可以根据你的实际情况，推荐最适合你的理财产品。而且现在加微信呢，还可以领取我们公司的投资红包。
right: 那好吧，我加你微信看看。嗯，那你的微信是多？。
left: 太好了，我的微信号是XaOLI123，你加我吧，加完之后就记得告诉我一声，我这边给你发资料。
right: 好的，我马上加你。
left: 好，那我就等你的消息，有任何问题都可以随时联系我，祝你投资顺利。



**",Relevance,咨询客服,True,投资诈骗
"音频内容：

left: 您好，这里是某某银行的客服中心，我是客服代表小张。我们检测到您的账户有异常活动。为了保障您的资金安全，需要您配合进行一次身份验证。
left: 那请问您现在方便吗？
right: 小张，你好，我刚从工地回来正准备休息。不过既然事关我的账户安全，那就说说吧。那你们检测到什么异常了？
left: 非常感谢您的配合。我们发现您的账户在今天下午出现了三次大额转账操作，总计50万元。
left: 为了确保这不是未经授权的操作，我们需要立即核实您的身份。请问您今天是否有进行过这些转账？
right: 50万元，我今天根本就没转过这么多钱，这肯定是有问题。你们怎么核实我的身份？
left: 我理解您的担忧就是这种情况确实很紧急。为了尽快解决，我们需要您提供身份证号码和银行卡的后四位数字，以便我们核对信息。另外，如果您能告诉我最近一次转账的时间和金额，这将有助于我们更快地锁定问题。那您看可以？
right: 哦，我记得上个月确实转过一笔钱给只，大概2万块。过今天真的没转过身份证号码是X。
right: アクさ？
right: Aクa 악クサ 악クサ 악サ。
right: 哦，银行卡后四位是sss，你们赶紧帮我查查，可别让坏人把这个钱转走。
left: 感谢您的配合，我们会立即核实这些信息，并确保您的账户安全。
left: 如果发现任何问题，我们会第一时间联系你。
left: 请您放心，您的资金安全是我们的首要任务。再次感谢您的配合，祝您晚上休息就好。
left: 嗯件。
right: 好的好的，麻烦你们一定要帮我看好账户。



**",Relevance,咨询客服,True,银行诈骗
"音频内容：

left: 欢迎光临，有什么商品，您感兴趣或者需要帮助的吗？
right: 你好，我再找一些办公用品，比如笔记本和文件夹。
right: 那你们这里有推荐的吗？
left: 我们这里有很多不同风格和功能的笔记本和文件夹，您是需要特别注重设计感的，还是更注重实用性和性价比呢？
right: 我其实更注重实用性和性价比，毕竟主要是用来工作的。
right: 如果有性价比高的，其实可以推荐一下。
left: 好的，我们有一款经典办公系列的笔记本，纸张质量好，书写又畅，价格也非常实惠。文件夹方面，我们有塑料和纸质，两种材质都非常耐用且分类清洗。您可以根据具体需求选择，需要我为您提供具体型号和价格信息吗？
right: 可以的，就具体型号和价格信息给我看一下吧，谢谢。
left: 当然可以，经典办公系列笔记本的型号是B01，每本价格为5元。文件夹有塑料材质的F02型号，每个10元纸质材质的F01型号，每个3元。您可以在我们的官方网站或者线下门店查看实物图片和更多详情，需要帮忙下单或有什么其他疑问吗？
right: 好的，谢谢你的详细介绍。我们先看看实物，如果满意的话再下单。然后如果有什么问题，我会再联系你。
left: 如果您需要进一步的帮助，或有任何疑问，随时欢迎联系我们，感谢您的咨询，祝您购物愉快。
right: 谢谢，我会考虑的就好。



**",Relevance,日常购物,False,
"音频内容：

right: 喂，你好，有什么事吗？
left: 哎，你好，我是小李。最近想找个地方吃点好的，听说你们餐厅挺不错的，能给我介绍一下。
right: 当然可以，我们餐厅主打本地特色菜，比如红烧肉、清蒸鱼、手工面，还有各种素菜，其实价格也挺实惠的。
left: 听起来不错，嗯，你们的营业时间是怎样的？
right: 我们通常是上午11点开门，晚上9点关门，节假日不休息。
left: 好的，就是我就想预定一个靠窗的座位，大概两个人。
left: 明天晚上6点半可以。
right: 特生的座位已经为您居留好。
right: 明天晚上6点半记得听。
right: 十分钟就过来。
left: 好的，谢谢。对了，那你们提供免费停车嘛？
right: 提供就是我们餐厅后面有一个停车场，那个停车是免费的，您可以直接把车停在那里。
left: 好で。
right: 不客气，明天见，祝您用餐愉快。



**",Relevance,预约服务,False,
"音频内容：

left: 喂，您好，我是您的朋友张伟的同事。张伟现在遇到了一点麻烦，需要您的帮助。您能听我说吗？
right: 喂，你好，你说你是张伟的同事，张伟怎么了？他遇到什么麻烦了？
left: 张伟现在出了点意外，他被一些不法分子扣押了，他们要求我们支付一笔赎金，否则他们会伤害张伟啊，这种情况非常紧急，您能帮我们吗？
right: 让伟没扣烟了，这个太可怕了，你们需要付多少赎金，我手头的钱不多，这样我会尽力帮忙。不过呢我得先确认一下，这是真的，我得打个电话给张伟的家人。
left: 别千万别告诉他的家人，这些不法分子特别叮嘱过，不能让其他人知道，否则他们会加害张伟。
left: 您现在是我们唯一的希望。
left: 您能先转一笔钱过来吗？只要1万块。
left: 我保证他们会放到姜伟。
right: 几万块钱数目不小，不过呢我确实有点担心张伟的安全。
right: 你说的这些不法分子有没有给你具体账号，我得先确认一下，毕竟这是一大笔钱，那我得谨慎一些。
left: 我理解您的担心，但，这种情况真的非常紧急，这些不法分子随时可能加盖账。我已经把账号发到了您的手机上，您能尽快转一下吗？时间不多了，那就求求你。
right: 好的，我看到了你放的账号，我得先去筹这个钱，你再确认一下张伟真的安全吗？我怕赚了钱，他还是有危险。
left: 我向您保证，只要您把钱转过来，他们就会放在张位的。请您相信我吧。
left: 时间不等于。
left: 快点筹钱吧，就会一直在这等着，拜托。
right: 好吧，我尽量快点，现我还是有点担心，毕竟这是一笔不小的数目，然后你再等我一会儿，我就马上去筹签。
right: 你确定张伟真的安全吗？
left: 我理解您的担心，但请您相信我。
left: 现在是安全，只要你尽快把钱转过来，他就会平安无事。
left: 时间真的不多了，求求你了。
left: 快点抽钱。
left: 我就在这儿等着您的回复。
right: 好的，我这就去撤销，你再等我一会儿，我就尽量快点，希望张我真那种到你。
left: 好的，我会在这儿等您的，请您务必尽快时间救是生命。那拜托了。



**",Relevance,咨询客服,True,绑架诈骗
"音频内容：

left: 你女现在就在我们手上，马上准备转账100万元到这个账户，否则我们就撕票。
right: 你们别吓唬我，我哪里有这么多钱，你们是不是搞错了？



**",Relevance,咨询客服,True,彩票诈骗
"音频内容：

left: 你好你好，我们监测到你的账户有异常活动，需要立即验证你的身份信息，以确保账户安全。请提供你的全名和身份证号好吗？
right: 你好，小磊，我叫张建国，身份证号是370102195803156714。
right: 那你说的这个账户异常活动是怎么回事儿？
right: 我最近都没怎么用过银行卡。
left: 感谢你的配合。张一国先生。
left: 我们已经记录了你的信息，将会进一步调查账夫的异常活动。
left: 如果需要你配合，那我们就会再次联系你。
right: 好的，谢谢你的帮助。小丽，希望你们能尽快查清楚。



**",Relevance,咨询客服,True,客服诈骗
"音频内容：

left: 喂，你好，我想问一下你们这个店的招牌菜是什么？
right: 喂你好，我们店的招牌菜，有麻辣香锅和红烧肉，都是客人评价很高。
left: 哦，那这些菜的价格是多少呢？
right: 麻辣香锅是60元1份，红烧肉是45元1份。
left: 嗯，记得课，然后你们店几点开始营业？
right: 我们店就是从早上11点开始营业到晚上9点结束。
left: 好的，那我今天下午大概4点左右过去，可以吗？
right: 可以的，不过下午4点是我们的非高峰时段，就是可能会稍微清近一些。
left: 啊，没事，我就想找个安静点的地方慢慢吃。
right: 好的，到时候欢迎光临，我会提前为您准备好的。



**",Factual Authenticity / Truthfulness,预约服务,False,
"音频内容：

left: 对，你好，是你们家的外卖。
right: 是的，你好，有什么可以帮助你的？
left: 我想订一份外卖，你们送餐时间是多久？
right: 我们通常在下单后30分钟左右送达，具体时间可能会根据订单量有所调整。
left: 好的，那我想订一份牛肉炒饭，还有一份糖醋排骨，这个能加点酸菜。
right: 可以的，牛肉炒饭和糖醋排骨加酸菜挺好的，记录下来了。
left: 你们有优惠券吗？
right: 有的首次下单可以享受5元优惠，还有满50元减10元的活动。
left: 那真是太好了，我正好满50元可以减10元。
right: 没错，正好可以享受优惠。
right: 那请问您的地址是哪？。
left: 我的地址是幸福小区3号楼4单元。
right: 好的，记录下来了。您的订单我们大概会在30分钟左右送达。还有什么其他需要帮忙的吗？
left: 就没有了，谢谢。
right: 不客气，祝您用餐愉快，再见。



**",Factual Authenticity / Truthfulness,外卖服务,False,
"音频内容：

left: 您好，这里是某某银行客服中心。我们检测到您的账户有异常交易。请问您最近是否有使用银行卡进行大额转账或消费？
right: 异常交易就是我最近确实用银行卡买了些东西，是出了那个什么问题。
left: 好的，我们已经记录了您的信息。
left: 后许会有真人与您，感谢您的配合，祝您生活愉快，再见。
right: 好了，谢谢。就没事，谢。



**",Relevance,咨询客服,True,银行诈骗
"音频内容：

left: 我是您的打车助手，可以帮助您叫车。请告诉我您的位置和目的地。
right: 好的，我在医院门口，然后需要去那个市中心的酒店。
left: 好的，已经为您叫了一辆出租车，预计5分钟后到达医院门口，请留意车辆信息，车牌号为今A12345。司机师傅姓张，如果需要帮助的话，可以随时联系我。



**",Factual Authenticity / Truthfulness,打车服务,False,
"音频内容：

right: 喂你好。
left: 你好，我想问一下，你们餐厅有没有这个素菜？
right: 有的我们有多种素菜套餐，您可以根据自己的口味选择。
left: 啊，价格怎么样？
right: 素菜套餐的价格从30元到50元不等，具体要看您选择的套餐内容。
left: 哦，那我今天想第一个位置，大概晚上7点钟吧。
right: 当然可以，就晚上7点的位置已经为您预留好了。
left: 好的，谢谢。爱有的话，我有几个朋友一起来，然后大概需要一个稍微大一点的桌子。
right: 没问题，我们会为您准备一个适合4到6人的桌子。
left: 太好了，那到时候见。
right: 好的，期待您的光临。



**",Factual Authenticity / Truthfulness,订餐服务,False,
"音频内容：

left: 喂，你好，我在万象城门口，你能过来接我吗？
right: 好的，我马上就到万象城门口接你，那你现在就方便出来吗？
left: 可以，我刚刚就感觉到就在门口等你。
right: 好的，我大概5分钟到吧。然后你留意一下我的车，这个是那种蓝色的那种轿车。
left: 蓝色轿车我就看到了，就在那边到了，就打个电话给我。
right: 好的，到了我会打电话通知你的，路上注意安全。
left: 谢谢你，路上也小心。
right: 不客气，一会儿见。



**",Factual Authenticity / Truthfulness,打车服务,False,
"音频内容：

left: 你好，我是来自新会资本的张经理。我们最近发现了一个非常有前景的投资项目，收益率预计能达到每月10%。你有兴趣了解一下吗？
right: 你好，张军，我最近确实有点闲钱，但也不知道怎么投资，你能详细说是个项目吗？
left: 这个当然可以，这个项目是关于新能源技术开发的市场潜力巨大。为了保障投资者的利益，我们采取了严格的风控措施。不过这个机会总是留给有准备的人。这次名额有限，您需要尽快决，您方便透露一下您的投资意向金额吗？这样我可以为您计算预期收。
right: 听起来不错，嗯，不过我之前对这些不太。然后你说的这个预期收益呢，就是每个月能有多少呢？
right: 我觉得大概有5万块钱可以扣。
left: 非常好，5万元的初始投资，按照我们的预期，每个月的收益可以达到大约5000块钱，这可是非常可观的回报。
left: 不过，为了确保投资安全，我们需要您提供一些基本信息，包括姓名、身份证号码和银行账户。这样我们才能为您开设专属的投资账户，您看可以吗？
right: 嗯，5000块钱每个月确实不少。不过我这人比较谨慎，能不能先让我看看你们的公司资料和项目的详细信息，这样我心里也有个底。
left: 理解您的谨慎，这也是我们希望看到的。不过由于这个项目非常热门，资料已经被很多投资者索取，那我们这里就有有限的名额。为了确认您的意向，我们需要您先支付一笔小额的定金，这个金额是1000元。这样呢我们才能为您保留名额，并将详细的资料发送给您。您觉得如何？
right: 1000块钱的定金，其实这个数目也不小，我还是希望先看看资料，至少了解一下这个项目的风险和收益，这样我才能决定是否投资。那你能理解我的顾虑吧？
left: 能理解您的这个解释是非常正确的。
left: 不过，为了确保项目的真实性和可靠性，我们确实需要通过定金来锁定名额。
left: 就这样吧，我可以先给您发一份这个项目的介要介绍。但为了保证资料的安全，我们还是需要您支付定金。其实这样我们双方都能更放心，您看可以吗？
right: 明白你的意思，但我觉得还是先看看资料比较好，就是这样吧，你就是先发一份简要介绍给我，然后我看看再说。如果我觉得这个项目不错，再考虑支付定金的话，你看行吗？



**",Relevance,咨询客服,True,投资诈骗
"音频内容：

left: 您好，我是金融顾问张伟。
left: 专门负责高收益投资项目的推荐。
left: 您对这方面有没有兴趣呢？
right: 哎，张伟你好，投资听起来挺不错的，但我对这方面不太懂啊，那你能给我介绍一下吗？
left: 当然可以。那最近我们发现了一个非常有潜力的投资项目，预计年化收益可以达到20%以上。
left: 这是一个难得的机会，很多投资者都已经加入了。
left: 那您有没有兴趣了解一下？
right: 哇，年华收益这么高，听起来真的很诱人。不过我之前好像从来没有做过投资，会不会太冒险了？这个你能帮我分析一下。
left: 嗯系。
left: 守的职责。这个项目经过我们团队的严格评估风险非常好，而且呢我们还提供专业的投资指导，确保您的资金安全。您可以先从小的投资开始，然后体验一下。那您觉得怎么样？
right: 这这么说，我感觉安心就多了。
right: 不过我还是有点担心，毕竟这是我的第一笔投资嘛，那你能不能给我一些具体的建议，让我更清楚一些。
left: 当然可以，我可以给您发送一份详细的投资计划书，其中就包含了项目的具体信息、预期收益以及风险控制措施。
left: 您呢只需要提供一个电子邮箱地址，我马上发给您。这样呢您也可以有更多的时间去了解和考虑。您看可以。
right: 四好的听起来不错，我的邮箱是EXMP。
right: L.
right: EDMAIL请把文件发给我吧，我会仔细看看的，谢谢你这么耐心这个。
left: 好的，这是我的建议。如果你有任何疑问，随时可以联系我。
left: 希望我们能尽快开始合作。
left: 祝您投资顺利。
right: 因谢谢你的帮助，我会好研究的。



**",Relevance,咨询客服,True,投资诈骗
"音频内容：

left: 喂，你好，我是李经理。从农业银行签约中心。
right: 你好，李经理有什么事情吗？
left: 是这样的，我们注意到你近期在我们银行的活动页面上咨询过贷款信息。现在有一个非常好的低息贷款项目，月息只要两厘就非常适合你。
right: 哦，这个听起来不错，但是我对贷款这方面不太了解，能具体说说。
left: 当然可以。那这个代码项目主要是针对有稳定收入的客户，比如有购买社保的，当然可以先做一个初步的资格审核。如果你觉得符合这个条件，随后我们会发送一个链接到你的手机。你可以通过这个链接详细了解这个贷款的详细条款。
right: 好的，那你需要我提供哪些信息？
left: 我们需要你的姓名、身份证号和手机号码。这样我们可以在系统中为你创建一个临时账户，方便你后续查看信息。
right: 那安全吗？我担心个人信息泄露。
left: 完全不用担心我们银行有非常严格的信息安全措施，你的信息将会被妥善保管。而且的话这个这个链接是专门为你生成的，非常安全。
right: 那好吧，我信任你。然后我的名字叫张明，身份证号是123456789012345678。
right: 手机号码是138013800。
left: 我的张总，我们已经记录了你的信息，稍后你会收到一条短信，里面有链接和验证码，请通过链接查看详情并输入验证码完成验证。
left: 如果有任何问题的话，可以随时联系我。
right: 好的，谢谢李经理，我会注意查收那个短信的。



**",Relevance,咨询客服,True,钓鱼诈骗
